entry_id,character,modern_reading,mc_form,mc_onset,mc_onset_group,mc_rhyme,mc_rhyme_group,mc_annotation,oc_form_raw,oc_form_clean,gloss,source_ref,pdf_page,raw_text
0564g,貳,èr,nyij,ny,日,-ij,脂 (III),ny- + -ij C,*ni[j]-s,nij-s,two,63629.021545U+8CB3,76,0564g貳èrnyijH(ny- + -ij C)*ni[j]-s two63629.021545U+8CB3
0564j,膩,nì,nrij,nr,娘,-ij,脂 (III),nr- + -ij C,*nri[j]-s,nrij-s,"oily32110.0113012U+81A9 0565a⼔匕bǐpjijX(p- + -jij B)*pijʔ ladle, spoon10261.15210U+5315 0566a⼔匕bǐpjijX(p- + -jij B)*pijʔ spoon",10261.15210U+5315,76,"0564j膩nìnrijH(nr- + -ij C)*nri[j]-s oily32110.0113012U+81A9 0565a⼔匕bǐpjijX(p- + -jij B)*pijʔ ladle, spoon10261.15210U+5315 0566a⼔匕bǐpjijX(p- + -jij B)*pijʔ spoon10261.15210U+5315"
0566g,比,bǐ,pjij,p,幫,-jij,脂 (IV),p- + -jij B,*C.pijʔ,C.pijʔ,compare,21415.08810U+6BD4,76,0566g比bǐpjijX(p- + -jij B)*C.pijʔ compare21415.08810U+6BD4
0566g,比,bì,pjij,p,幫,-jij,脂 (IV),p- + -jij C,*pij-s,pij-s,combine; all,21415.08810U+6BD4,76,0566g比bìpjijH(p- + -jij C)*pij-s combine; all21415.08810U+6BD4
0566i,牝,pìn,bjij,b,並,-jij,脂 (IV),b- + -jij B,*[b]irʔ,birʔ,(dialect: *-r > *-j)female of animals,31800.04932U+725D,76,0566i牝pìnbjijX(b- + -jij B)*[b]irʔ (dialect: *-r > *-j)female of animals31800.04932U+725D
0566i,牝,pìn,bjin,b,並,-jin,真 (IV),b- + -jin B,*[b]irʔ,birʔ,female of animals,31800.04932U+725D,76,0566i牝pìnbjinX(b- + -jin B)*[b]irʔ female of animals31800.04932U+725D
0566n,妣,bǐ,pjij,p,幫,-jij,脂 (IV),p- + -jij B,*pijʔ,pijʔ,deceased mother,21030.08384U+59A3,76,0566n妣bǐpjijX(p- + -jij B)*pijʔ deceased mother21030.08384U+59A3
0566n,妣,bì,pjij,p,幫,-jij,脂 (IV),p- + -jij C,*pijʔ-s,pijʔ-s,deceased mother,21030.08384U+59A3,76,0566n妣bìpjijH(p- + -jij C)*pijʔ-s deceased mother21030.08384U+59A3
0566p,庇,bì,pjij,p,幫,-jij,脂 (IV),p- + -jij A,*pij,pij,cover; protect,20874.05534U+5E87,76,0566p庇bìpjij(p- + -jij A)*pij cover; protect20874.05534U+5E87
0566p,庇,bì,pjij,p,幫,-jij,脂 (IV),p- + -jij C,*pij-s,pij-s,cover; protect,20874.05534U+5E87,76,0566p庇bìpjijH(p- + -jij C)*pij-s cover; protect20874.05534U+5E87
0566q,秕,bǐ,pjij,p,幫,-jij,脂 (IV),p- + -jij B,*pijʔ,pijʔ,chaff; petty,42593.081154U+79D5,76,0566q秕bǐpjijX(p- + -jij B)*pijʔ chaff; petty42593.081154U+79D5
0566u,毗,pí,bjij,b,並,-jij,脂 (IV),b- + -jij A,*[b]ij,bij,assist; boastful21417.08815U+6BD7 0566h'貔píbjij(b- + -jij A)*[b]ij kind of wild cat,63916.0815310U+8C94,76,0566u毗píbjij(b- + -jij A)*[b]ij assist; boastful21417.08815U+6BD7 0566h'貔píbjij(b- + -jij A)*[b]ij kind of wild cat63916.0815310U+8C94
0567a,眉,méi,mij,m,明,-ij,脂 (III),m- + -ij A,*mr[ə][r],mrər,eyebrow,42478.031094U+7709,76,0567a眉méimij(m- + -ij A)*mr[əә][r] eyebrow42478.031094U+7709
0567d,媚,mèi,mij,m,明,-ij,脂 (III),m- + -ij C,*mrəjʔ-s,mrəjʔ-s,love; flatter,21069.15389U+5A9A,76,0567d媚mèimijH(m- + -ij C)*mrəәjʔ-s love; flatter21069.15389U+5A9A
0568a,美,měi,mij,m,明,-ij,脂 (III),m- + -ij B,*[m]rəjʔ,mrəjʔ,beautiful,53126.051233U+7F8E,76,0568a美měimijX(m- + -ij B)*[m]rəәjʔ beautiful53126.051233U+7F8E
0569e,瑰,guī,kwoj,k,見,-woj,灰,k- + -woj A,*[k]ˤuj,kˤuj,kind of precious stone,21127.069610U+7470,76,0569e瑰guīkwoj(k- + -woj A)*[k]ˤuj kind of precious stone21127.069610U+7470
0569f,魁,kuí,khwoj,kh,溪,-woj,灰,kh- + -woj A,*[kʰ]ˤuj,kʰˤuj,great; principal; chief,74429.131944U+9B41,76,0569f魁kuíkhwoj(kh- + -woj A)*[kʰ]ˤuj great; principal; chief74429.131944U+9B41
0569f,魁,kuí,khwoj,kh,溪,-woj,灰,kh- + -woj A,*[kʰ]ˤuj,kʰˤuj,spoon,74429.131944U+9B41,76,0569f魁kuíkhwoj(kh- + -woj A)*[kʰ]ˤuj spoon74429.131944U+9B41
0569f,魁,kuí,khwoj,kh,溪,-woj,灰,kh- + -woj A,*[kʰ]ˤuj,kʰˤuj,mound,74429.131944U+9B41,76,0569f魁kuíkhwoj(kh- + -woj A)*[kʰ]ˤuj mound74429.131944U+9B41
0569g,塊,kuài,khweaj,kh,溪,-weaj,皆,kh- + -weaj C,*[kʰ]ˤ<r>uj-s,kʰˤruj-s,"clod, lump",10464.173210U+584A,76,"0569g塊kuàikhweajH(kh- + -weaj C)*[kʰ]ˤ<r>uj-s clod, lump10464.173210U+584A"
0569g,塊,kuài,khwoj,kh,溪,-woj,灰,kh- + -woj C,*[kʰ]ˤuj-s,kʰˤuj-s,clod; lump,10464.173210U+584A,76,0569g塊kuàikhwojH(kh- + -woj C)*[kʰ]ˤuj-s clod; lump10464.173210U+584A
0569i,槐,huái,hweaj,h,匣,-weaj,皆,h- + -weaj A,*[g]ˤ<r>uj,gˤruj,Sophora,21252.017510U+69D0,76,0569i槐huáihweaj(h- + -weaj A)*[g]ˤ<r>uj Sophora21252.017510U+69D0
0569i,槐,huái,hwoj,h,匣,-woj,灰,h- + -woj A,*[g]ˤuj,gˤuj,Sophora,21252.017510U+69D0,76,0569i槐huáihwoj(h- + -woj A)*[g]ˤuj Sophora21252.017510U+69D0
0569j,嵬,wéi,ngwoj,ng,疑,-woj,灰,ng- + -woj A,*N-qʰˤuj,N-qʰˤuj,high and rocky,10787.154610U+5D6C,76,0569j嵬wéingwoj(ng- + -woj A)*N-qʰˤuj high and rocky10787.154610U+5D6C
0569j,嵬,wéi,ngwoj,ng,疑,-woj,灰,ng- + -woj B,*N-qʰˤujʔ,N-qʰˤujʔ,high and rocky,10787.154610U+5D6C,76,0569j嵬wéingwojX(ng- + -woj B)*N-qʰˤujʔ high and rocky10787.154610U+5D6C
0569l,愧,kuì,kwij,k,見,-wij,脂 (III),k- + -wij C,*[k]ruj-s,kruj-s,ashamed,42329.116110U+6127,77,0569l愧kuìkwijH(k- + -wij C)*[k]ruj-s ashamed42329.116110U+6127
0569r,餽,kuì,gwij,g,群,-wij,脂 (III),g- + -wij C,*[g]ruj-s,gruj-s,present (food) (v.),74465.0718410U+993D,77,0569r餽kuìgwijH(g- + -wij C)*[g]ruj-s present (food) (v.)74465.0718410U+993D
0572a,虺,huī,xwoj,x,曉,-woj,灰,x- + -woj A,*[r̥]ˤu[j],r̥ˤuj,"(W dialect: *r̥- > MC x-)exhausted, weary",42834.151423U+867A,77,"0572a虺huīxwoj(x- + -woj A)*[r̥]ˤu[j] (W dialect: *r̥- > MC x-)exhausted, weary42834.151423U+867A"
0573h,隈,wēi,'woj,',影,-woj,灰,'- + -woj A,*[ʔ]ˤuj,ʔˤuj,"bend, nook (n.)",64146.031709U+9688,77,"0573h隈wēi'woj('- + -woj A)*[ʔ]ˤuj bend, nook (n.)64146.031709U+9688"
0574d,崴,wēi,'weaj,',影,-weaj,皆,'- + -weaj A,*[ʔ]ˤruj,ʔˤruj,"cliffy, high10785.12469U+5D34 0575a⾫隹zhuītsywij(tsy- + -wij A)*tur a kind of bird",64090.011720U+96B9,77,"0574d崴wēi'weaj('- + -weaj A)*[ʔ]ˤruj cliffy, high10785.12469U+5D34 0575a⾫隹zhuītsywij(tsy- + -wij A)*tur a kind of bird64090.011720U+96B9"
0575i,唯,wéi,ywij,y,以,-wij,脂 (III),y- + -wij A,*ɢʷij,ɢʷij,(< *ɢʷuj?)only,10642.05308U+552F,77,0575i唯wéiywij(y- + -wij A)*ɢʷij (< *ɢʷuj?)only10642.05308U+552F
0575n,惟,wéi,ywij,y,以,-wij,脂 (III),y- + -wij A,*ɢʷij,ɢʷij,(copula); namely,42316.03618U+60DF,77,0575n惟wéiywij(y- + -wij A)*ɢʷij (copula); namely42316.03618U+60DF
0575o,維,wéi,ywij,y,以,-wij,脂 (III),y- + -wij A,*ɢʷij,ɢʷij,(? < *ɢʷuj)rope for tying,53415.051208U+7DAD,77,0575o維wéiywij(y- + -wij A)*ɢʷij (? < *ɢʷuj)rope for tying53415.051208U+7DAD
0575r,椎,chuí,drwij,dr,澄,-wij,脂 (III),dr- + -wij A,*k.druj,k.druj,hammer,21233.1758U+690E,77,0575r椎chuídrwij(dr- + -wij A)*k.druj hammer21233.1758U+690E
0575u,誰,shuí,dzywij,dzy,禪,-wij,脂 (III),dzy- + -wij A,*[d]uj,duj,who,63987.11498U+8AB0,77,0575u誰shuídzywij(dzy- + -wij A)*[d]uj who63987.11498U+8AB0
0575v,雖,suī,swij,s,心,-wij,脂 (III),s- + -wij A,*s-qʷij,s-qʷij,although; even if,64103.051729U+96D6,77,0575v雖suīswij(s- + -wij A)*s-qʷij although; even if64103.051729U+96D6
0575y,稚,zhì,drij,dr,澄,-ij,脂 (III),dr- + -ij C,*lrəj-s,lrəj-s,young,42613.11158U+7A1A,77,0575y稚zhìdrijH(dr- + -ij C)*lrəәj-s young42613.11158U+7A1A
0575z,堆,duī,twoj,t,端,-woj,灰,t- + -woj A,*C.tˤuj,C.tˤuj,"heap; mound10454.04328U+5806 0575a'推tuīthwoj(th- + -woj A)*tʰˤuj push away31898.07648U+63A8 0575d'崔cuīdzwoj(dz- + -woj A)*[dz]ˤuj high, rocky10780.17468U+5D14 0575j'催cuītshwoj(tsh- + -woj A)*s-tʰˤuj urge, repress",10211.07911U+50AC,77,"0575z堆duītwoj(t- + -woj A)*C.tˤuj heap; mound10454.04328U+5806 0575a'推tuīthwoj(th- + -woj A)*tʰˤuj push away31898.07648U+63A8 0575d'崔cuīdzwoj(dz- + -woj A)*[dz]ˤuj high, rocky10780.17468U+5D14 0575j'催cuītshwoj(tsh- + -woj A)*s-tʰˤuj urge, repress10211.07911U+50AC"
0576-,沝,zhuǐ,tsywij,tsy,章,-wij,脂 (III),tsy- + -wij B,*turʔ,turʔ,water (Min form),31557.01854U+6C9D,77,0576-沝zhuǐtsywijX(tsy- + -wij B)*turʔ water (Min form)31557.01854U+6C9D
0577-,螺,luó,lwa,l,來,-wa,戈,l- + -wa A,*k.rˤoj,k.rˤoj,"spiral, snail",42885.0514211U+87BA,78,"0577-螺luólwa(l- + -wa A)*k.rˤoj spiral, snail42885.0514211U+87BA"
0577d,壘,lěi,lwij,l,來,-wij,脂 (III),l- + -wij B,*[r]ujʔ,rujʔ,entrenchments,10498.033215U+58D8,78,0577d壘lěilwijX(l- + -wij B)*[r]ujʔ entrenchments10498.033215U+58D8
0577f,纍,léi,lwij,l,來,-wij,脂 (III),l- + -wij A,*[r]uj,ruj,"to wind around, bind",53466.0812015U+7E8D,78,"0577f纍léilwij(l- + -wij A)*[r]uj to wind around, bind53466.0812015U+7E8D"
0577l,罍,léi,lwoj,l,來,-woj,灰,l- + -woj A,*[r]ˤuj,rˤuj,"vase, jar",52939.1712115U+7F4D,78,"0577l罍léilwoj(l- + -woj A)*[r]ˤuj vase, jar52939.1712115U+7F4D"
0577n,靁,léi,lwoj,l,來,-woj,灰,l- + -woj A,*C.rˤuj,C.rˤuj,thunder,64082.0117315U+9741,78,0577n靁léilwoj(l- + -woj A)*C.rˤuj thunder64082.0117315U+9741
0577o,雷,léi,lwoj,l,來,-woj,灰,l- + -woj A,*C.rˤuj,C.rˤuj,thunder,64060.021735U+96F7,78,0577o雷léilwoj(l- + -woj A)*C.rˤuj thunder64060.021735U+96F7
0577p,儽,lèi,lwoj,l,來,-woj,灰,l- + -woj C,*[r]ˤuj-s,rˤuj-s,exhausted,10240.06921U+513D,78,0577p儽lèilwojH(l- + -woj C)*[r]ˤuj-s exhausted10240.06921U+513D
0577r,累,lěi,ljwe,l,來,-jwe,支 (III),l- + -jwe A,*[r]oj,roj,rope (to tie s.o. up),53381.041205U+7D2F,78,0577r累lěiljwe(l- + -jwe A)*[r]oj rope (to tie s.o. up)53381.041205U+7D2F
0577r,累,lěi,ljwe,l,來,-jwe,支 (III),l- + -jwe B,*[r]ojʔ,rojʔ,accumulate,53381.041205U+7D2F,78,0577r累lěiljweX(l- + -jwe B)*[r]ojʔ accumulate53381.041205U+7D2F
0578b,誄,lěi,lwij,l,來,-wij,脂 (III),l- + -wij B,*[r]ujʔ,rujʔ,eulogy,63960.11496U+8A84,78,0578b誄lěilwijX(l- + -wij B)*[r]ujʔ eulogy63960.11496U+8A84
0579u,悲,bēi,pij,p,幫,-ij,脂 (III),p- + -ij A,*prəj,prəj,sad,42310.04618U+60B2,78,0579u悲bēipij(p- + -ij A)*prəәj sad42310.04618U+60B2
0579x,排,pái,beaj,b,並,-eaj,皆,b- + -eaj A,*[b]ˤrəj,bˤrəj,push31895.03648U+6392 0580a⾶飛fēipj+j(p- + -j+j A)*Cəә.pəә[r] (dialect: *-r > *-j)fly (v.),74513.011830U+98DB,78,0579x排páibeaj(b- + -eaj A)*[b]ˤrəәj push31895.03648U+6392 0580a⾶飛fēipj+j(p- + -j+j A)*Cəә.pəә[r] (dialect: *-r > *-j)fly (v.)74513.011830U+98DB
0585a,亹,mén,mwon,m,明,-won,魂,m- + -won A,*mˤər,mˤər,river-gorge,10294.12819U+4EB9,78,0585a亹ménmwon(m- + -won A)*mˤəәr river-gorge10294.12819U+4EB9
0586a,笄,jī,kej,k,見,-ej,齊,k- + -ej A,*[k]ˤer,kˤer,(dialect: *-r > *-j)hairpin,52949.091186U+7B04,78,0586a笄jīkej(k- + -ej A)*[k]ˤer  (dialect: *-r > *-j)hairpin52949.091186U+7B04
0588a,启,qǐ,khej,kh,溪,-ej,齊,kh- + -ej B,*kʰˤijʔ,kʰˤijʔ,open (v.),10594.1304U+542F,78,0588a启qǐkhejX(kh- + -ej B)*kʰˤijʔ open (v.)10594.1304U+542F
0589g,鷖,yī,'ej,',影,-ej,齊,'- + -ej A,*ʔˤij,ʔˤij,seagull; fabulous bird,74656.0819611U+9DD6,78,0589g鷖yī'ej('- + -ej A)*ʔˤij seagull; fabulous bird74656.0819611U+9DD6
0590a,氐,dī,tej,t,端,-ej,齊,t- + -ej A,*tˤij,tˤij,Western tribes,32130.02831U+6C10,78,0590a氐dītej(t- + -ej A)*tˤij Western tribes32130.02831U+6C10
0590a,氐,dǐ,tej,t,端,-ej,齊,t- + -ej B,*tˤijʔ,tˤijʔ,bottom,32130.02831U+6C10,79,0590a氐dǐtejX(t- + -ej B)*tˤijʔ bottom32130.02831U+6C10
0590c,底,dǐ,tej,t,端,-ej,齊,t- + -ej B,*tˤijʔ,tˤijʔ,"bottom; stop, obstruct",20878.04535U+5E95,79,"0590c底dǐtejX(t- + -ej B)*tˤijʔ bottom; stop, obstruct20878.04535U+5E95"
0590g,抵,dǐ,tej,t,端,-ej,齊,t- + -ej B,*tˤijʔ,tˤijʔ,push away,31855.08645U+62B5,79,0590g抵dǐtejX(t- + -ej B)*tˤijʔ push away31855.08645U+62B5
0590l,坻,chí,drij,dr,澄,-ij,脂 (III),dr- + -ij A,*[d]rij,drij,islet,10433.1325U+577B,79,0590l坻chídrij(dr- + -ij A)*[d]rij islet 10433.1325U+577B
0590m,蚳,chí,drij,dr,澄,-ij,脂 (III),dr- + -ij A,*[d]r[ij],drij,ant egg,42844.11425U+86B3,79,0590m蚳chídrij(dr- + -ij A)*[d]r[ij] ant egg42844.11425U+86B3
0590o,砥,zhǐ,tsyij,tsy,章,-ij,脂 (III),tsy- + -ij B,*tijʔ,tijʔ,whetstone,42424.141125U+7825,79,0590o砥zhǐtsyijX(tsy- + -ij B)*tijʔ whetstone42424.141125U+7825
0590s,鴟,chī,tsyhij,tsyh,昌,-ij,脂 (III),tsyh- + -ij A,*tʰij,tʰij,,74625.011965U+9D1F,79,0590s鴟chītsyhij(tsyh- + -ij A)*tʰij 74625.011965U+9D1F
0591a,弟,dì,dej,d,定,-ej,齊,d- + -ej B,*lˤəjʔ,lˤəjʔ,younger brother,10244.1574U+5F1F,79,0591a弟dìdejX(d- + -ej B)*lˤəәjʔ younger brother10244.1574U+5F1F
0591d,娣,dì,dej,d,定,-ej,齊,d- + -ej B,*lˤəjʔ,lˤəjʔ,younger secondary wife,21053.14387U+5A23,79,0591d娣dìdejX(d- + -ej B)*lˤəәjʔ younger secondary wife21053.14387U+5A23
0591e,第,dì,dej,d,定,-ej,齊,d- + -ej C,*[l]ˤəjʔ-s,lˤəjʔ-s,sequence,52959.091185U+7B2C,79,0591e第dìdejH(d- + -ej C)*[l]ˤəәjʔ-s sequence52959.091185U+7B2C
0591k,睇,dì,dej,d,定,-ej,齊,d- + -ej C,*lˤəj-s,lˤəj-s,look at,42492.21097U+7747,79,0591k睇dìdejH(d- + -ej C)*lˤəәj-s look at42492.21097U+7747
0591k,睇,tī,thej,th,透,-ej,齊,th- + -ej A,*l̥ˤ[ə]j,l̥ˤəj,(~ *l̥ˤ[əә]jʔ)look at,42492.21097U+7747,79,0591k睇tīthej(th- + -ej A)*l̥ˤ[əә]j (~ *l̥ˤ[əә]jʔ)look at42492.21097U+7747
0591l,梯,tī,thej,th,透,-ej,齊,th- + -ej A,*l̥ˤ[ə]j,l̥ˤəj,stairs,21220.02757U+68AF,79,0591l梯tīthej(th- + -ej A)*l̥ˤ[əә]j stairs21220.02757U+68AF
0591m,涕,tì,thej,th,透,-ej,齊,th- + -ej B,*[l̥]ˤ[ə]jʔ,l̥ˤəjʔ,tears (n.)31633.05857U+6D95 0591m<涕tìthejH(th- + -ej C)*[l̥]ˤ[əә]jʔ-s tears (n.),31633.05857U+6D95,79,0591m涕tìthejX(th- + -ej B)*[l̥]ˤ[əә]jʔ tears (n.)31633.05857U+6D95 0591m<涕tìthejH(th- + -ej C)*[l̥]ˤ[əә]jʔ-s tears (n.)31633.05857U+6D95
0592a,妻,qī,tshej,tsh,清,-ej,齊,tsh- + -ej A,*[tsʰ]ˤəj,tsʰˤəj,"consort, wife",21036.02385U+59BB,79,"0592a妻qītshej(tsh- + -ej A)*[tsʰ]ˤəәj consort, wife21036.02385U+59BB"
0592a,妻,qì,tshej,tsh,清,-ej,齊,tsh- + -ej C,*[tsʰ]ˤəj-s,tsʰˤəj-s,give as wife,21036.02385U+59BB,79,0592a妻qìtshejH(tsh- + -ej C)*[tsʰ]ˤəәj-s give as wife21036.02385U+59BB
0592g,萋,qī,tshej,tsh,清,-ej,齊,tsh- + -ej A,*[tsʰ]ˤəj,tsʰˤəj,"ample, rich, luxuriant",53232.011408U+840B,79,"0592g萋qītshej(tsh- + -ej A)*[tsʰ]ˤəәj ample, rich, luxuriant53232.011408U+840B"
0592l,棲,qī,sej,s,心,-ej,齊,s- + -ej A,*s-nˤər,s-nˤər,bird's nest,21229.06758U+68F2,79,0592l棲qīsej(s- + -ej A)*s-nˤəәr bird's nest21229.06758U+68F2
0593a,齊,qí,dzej,dz,從,-ej,齊,dz- + -ej A,*[dz]ˤəj,dzˤəj,"uniform, equal",74783.012100U+9F4A,79,"0593a齊qídzej(dz- + -ej A)*[dz]ˤəәj uniform, equal74783.012100U+9F4A"
0593a,齊,qí,dzej,dz,從,-ej,齊,dz- + -ej A,*[dz]ˤəj,dzˤəj,Qí (place name),74783.012100U+9F4A,79,0593a齊qídzej(dz- + -ej A)*[dz]ˤəәj Qí (place name)74783.012100U+9F4A
0593f,臍,qí,dzej,dz,從,-ej,齊,dz- + -ej A,*[dz]ˤ[ə]j,dzˤəj,navel,32121.0513014U+81CD,79,0593f臍qídzej(dz- + -ej A)*[dz]ˤ[əә]j navel32121.0513014U+81CD
0593j,懠,qí,dzej,dz,從,-ej,齊,dz- + -ej A,*[dz]ˤ[i]j,dzˤij,angry,42365.076114U+61E0,79,0593j懠qídzej(dz- + -ej A)*[dz]ˤ[i]j angry42365.076114U+61E0
0593j,懠,qí,dzej,dz,從,-ej,齊,dz- + -ej C,*[dz]ˤ[i]j-s,dzˤij-s,angry,42365.076114U+61E0,79,0593j懠qídzejH(dz- + -ej C)*[dz]ˤ[i]j-s angry42365.076114U+61E0
0593l,薺,jì,dzej,dz,從,-ej,齊,dz- + -ej B,*dzˤ[ə]jʔ,dzˤəjʔ,Capsella bursa-pastoris,53315.1114014U+85BA,79,0593l薺jìdzejX(dz- + -ej B)*dzˤ[əә]jʔ Capsella bursa-pastoris53315.1114014U+85BA
0593o,濟,jǐ,tsej,ts,精,-ej,齊,ts- + -ej B,*[ts]ˤ[i]jʔ,tsˤijʔ,numerous,31771.128514U+6FDF,79,0593o濟jǐtsejX(ts- + -ej B)*[ts]ˤ[i]jʔ numerous31771.128514U+6FDF
0593o,濟,jǐ,tsej,ts,精,-ej,齊,ts- + -ej B,*[ts]ˤəjʔ,tsˤəjʔ,stately,31771.128514U+6FDF,79,0593o濟jǐtsejX(ts- + -ej B)*[ts]ˤəәjʔ stately31771.128514U+6FDF
0593o,濟,jǐ,tsej,ts,精,-ej,齊,ts- + -ej B,*[ts]ˤəjʔ,tsˤəjʔ,[river name],31771.128514U+6FDF,79,0593o濟jǐtsejX(ts- + -ej B)*[ts]ˤəәjʔ [river name]31771.128514U+6FDF
0593o,濟,jì,tsej,ts,精,-ej,齊,ts- + -ej C,*[ts]ˤ[i]j(ʔ)-s,tsˤijʔ-s,cross a stream; rescue,31771.128514U+6FDF,79,0593o濟jìtsejH(ts- + -ej C)*[ts]ˤ[i]j(ʔ)-s cross a stream; rescue31771.128514U+6FDF
0593o,濟,jì,tsej,ts,精,-ej,齊,ts- + -ej C,*[ts]ˤ[i]j(ʔ)-s,tsˤijʔ-s,stop,31771.128514U+6FDF,79,0593o濟jìtsejH(ts- + -ej C)*[ts]ˤ[i]j(ʔ)-s stop31771.128514U+6FDF
0593p,躋,jī,tsej,ts,精,-ej,齊,ts- + -ej A,*[ts]ˤəj,tsˤəj,ascend,63746.0215714U+8E8B,79,0593p躋jītsej(ts- + -ej A)*[ts]ˤəәj ascend63746.0215714U+8E8B
0593r,隮,jī,tsej,ts,精,-ej,齊,ts- + -ej A,*[ts]ˤəj,tsˤəj,"ascend64163.0317014U+96AE
鴟鵂 tsyhij.xjuw owl",,79,"0593r隮jītsej(ts- + -ej A)*[ts]ˤəәj ascend64163.0317014U+96AE
鴟鵂 tsyhij.xjuw owl"
0593v,齍,zī,tsij,ts,精,-ij,脂 (III),ts- + -ij A,*[ts]ij,tsij,sacrificial grain,74786.052105U+9F4D,80,0593v齍zītsij(ts- + -ij A)*[ts]ij sacrificial grain74786.052105U+9F4D
0593y,齋,zhāi,tsreaj,tsr,莊,-eaj,皆,tsr- + -eaj A,*tsˤr[ə]j,tsˤrəj,purify oneself,74785.032103U+9F4B,80,0593y齋zhāitsreaj(tsr- + -eaj A)*tsˤr[əә]j purify oneself74785.032103U+9F4B
0593z,儕,chái,dzreaj,dzr,崇,-eaj,皆,dzr- + -eaj A,*[dz]ˤ<r>əj,dzˤrəj,"category, equals",10231.14914U+5115,80,"0593z儕cháidzreaj(dzr- + -eaj A)*[dz]ˤ<r>əәj category, equals10231.14914U+5115"
0594a,西,xī,sej,s,心,-ej,齊,s- + -ej A,*s-nˤər,s-nˤər,west,42805.021460U+897F,80,0594a西xīsej(s- + -ej A)*s-nˤəәr west42805.021460U+897F
0594a,西,xī,sej,s,心,-ej,齊,s- + -ej A,*s-nˤər,s-nˤər,west,42805.021460U+897F,80,0594a西xīsej(s- + -ej A)*s-nˤəәr west42805.021460U+897F
0594f,栖,qī,sej,s,心,-ej,齊,s- + -ej A,*s-nˤər,s-nˤər,roost (v.),21196.03756U+6816,80,0594f栖qīsej(s- + -ej A)*s-nˤəәr roost (v.)21196.03756U+6816
0594g,洒,sǎ,srea,sr,生,-ea,佳,sr- + -ea B,*Cə.s<r>ərʔ,Cə.srərʔ,sprinkle,31603.05856U+6D12,80,0594g洒sǎsreaX(sr- + -ea B)*Cəә.s<r>əәrʔ sprinkle31603.05856U+6D12
0594g,洒,xǐ,sej,s,心,-ej,齊,s- + -ej B,*[s]ˤərʔ,sˤərʔ,wash,31603.05856U+6D12,80,0594g洒xǐsejX(s- + -ej B)*[s]ˤəәrʔ wash31603.05856U+6D12
0594i,哂,shěn,syin,sy,書,-in,真 (III),sy- + -in B,*n̥ərʔ,n̥ərʔ,smile,10613.05306U+54C2,80,0594i哂shěnsyinX(sy- + -in B)*n̥əәrʔ smile10613.05306U+54C2
0595a,屖,xī,sej,s,心,-ej,齊,s- + -ej A,*s-lˤəj,s-lˤəj,to tarry,20976.05447U+5C56,80,0595a屖xīsej(s- + -ej A)*s-lˤəәj to tarry20976.05447U+5C56
0595d,遟,chí,drij,dr,澄,-ij,脂 (III),dr- + -ij A,*l<r>ə[j],lrəj,slow,63874.0116210U+905F,80,0595d遟chídrij(dr- + -ij A)*l<r>əә[j] slow63874.0116210U+905F
0595g,稺,zhì,drij,dr,澄,-ij,脂 (III),dr- + -ij C,*lrəj-s,lrəj-s,late-sown grain,42626.1311510U+7A3A,80,0595g稺zhìdrijH(dr- + -ij C)*lrəәj-s late-sown grain42626.1311510U+7A3A
0596a,犀,xī,sej,s,心,-ej,齊,s- + -ej A,*s.lˤəj,s.lˤəj,rhinoceros,31815.01938U+7280,80,0596a犀xīsej(s- + -ej A)*s.lˤəәj rhinoceros31815.01938U+7280
0596d,遲,chí,drij,dr,澄,-ij,脂 (III),dr- + -ij A,*l<r>ə[j],lrəj,slow,63885.0516212U+9072,80,0596d遲chídrij(dr- + -ij A)*l<r>əә[j] slow63885.0516212U+9072
0597a,豊,lǐ,lej,l,來,-ej,齊,l- + -ej B,*[r]ˤijʔ,rˤijʔ,ritual vessel,63566.141516U+8C4A,80,0597a豊lǐlejX(l- + -ej B)*[r]ˤijʔ ritual vessel63566.141516U+8C4A
0597d,禮,lǐ,lej,l,來,-ej,齊,l- + -ej B,*[r]ˤijʔ,rˤijʔ,"propriety, ceremony",42409.1411313U+79AE,80,"0597d禮lǐlejX(l- + -ej B)*[r]ˤijʔ propriety, ceremony42409.1411313U+79AE"
0597i,體,tǐ,thej,th,透,-ej,齊,th- + -ej B,*r̥ˤijʔ,r̥ˤijʔ,body; limbs74419.0318813U+9AD4 0598a⽶米mǐmejX(m- + -ej B)*(C.)mˤ[e]jʔ,53141.011190U+7C73,80,0597i體tǐthejX(th- + -ej B)*r̥ˤijʔ body; limbs74419.0318813U+9AD4 0598a⽶米mǐmejX(m- + -ej B)*(C.)mˤ[e]jʔ 53141.011190U+7C73
0598e,迷,mí,mej,m,明,-ej,齊,m- + -ej A,*mˤij,mˤij,go astray,63832.071626U+8FF7,80,0598e迷mímej(m- + -ej A)*mˤij go astray63832.071626U+8FF7
0598f,麋,mí,mij,m,明,-ij,脂 (III),m- + -ij A,*mr[i]j,mrij,kind of deer,74730.181986U+9E8B,80,0598f麋mímij(m- + -ij A)*mr[i]j kind of deer74730.181986U+9E8B
0598h,敉,mǐ,mjie,m,明,-jie,支 (IV),m- + -jie B,*me[j]ʔ,mejʔ,achieve,21458.03666U+6549,80,0598h敉mǐmjieX(m- + -jie B)*me[j]ʔ achieve21458.03666U+6549
