entry_id,character,modern_reading,mc_form,mc_onset,mc_onset_group,mc_rhyme,mc_rhyme_group,mc_annotation,oc_form_raw,oc_form_clean,gloss,source_ref,pdf_page,raw_text
0598k,冞,mí,mjie,m,明,-jie,支 (IV),m- + -jie A,*m.ner,m.ner,extensively,10303.17146U+519E,80,0598k冞mímjie(m- + -jie A)*m.ner extensively10303.17146U+519E
0598l,𦊮,mí,mjie,m,明,-jie,支 (IV),m- + -jie A,*m.ner,m.ner,extensively,42917.11226U+262AE,80,0598l𦊮mímjie(m- + -jie A)*m.ner extensively42917.11226U+262AE
0599a,皆,jiē,keaj,k,見,-eaj,皆,k- + -eaj A,*kˤrij,kˤrij,all,42647.011064U+7686,80,0599a皆jiēkeaj(k- + -eaj A)*kˤrij all42647.011064U+7686
0599b,偕,xié,keaj,k,見,-eaj,皆,k- + -eaj A,*kˤrij,kˤrij,together,10188.1299U+5055,80,0599b偕xiékeaj(k- + -eaj A)*kˤrij together10188.1299U+5055
0599c,喈,jiē,keaj,k,見,-eaj,皆,k- + -eaj A,*kˤrəj,kˤrəj,cold,10652.12309U+5588,80,0599c喈jiēkeaj(k- + -eaj A)*kˤrəәj cold10652.12309U+5588
0599d,階,jiē,keaj,k,見,-eaj,皆,k- + -eaj A,*kˤrij,kˤrij,"steps, stairs",64143.041709U+968E,80,"0599d階jiēkeaj(k- + -eaj A)*kˤrij steps, stairs64143.041709U+968E"
0599f,湝,jiē,heaj,h,匣,-eaj,皆,h- + -eaj A,*[g]ˤrəj,gˤrəj,cold,31672.08859U+6E5D,80,0599f湝jiēheaj(h- + -eaj A)*[g]ˤrəәj cold31672.08859U+6E5D
0600c,懷,huái,hweaj,h,匣,-weaj,皆,h- + -weaj A,*[g]ˤruj,gˤruj,bosom; embrace,42369.16116U+61F7,80,0600c懷huáihweaj(h- + -weaj A)*[g]ˤruj bosom; embrace42369.16116U+61F7
0600d,壞,huài,hweaj,h,匣,-weaj,皆,h- + -weaj C,*m-[k]ˤ<r>uj-s,m-kˤruj-s,destroy,10500.023216U+58DE,80,0600d壞huàihweajH(h- + -weaj C)*m-[k]ˤ<r>uj-s destroy10500.023216U+58DE
0600d,壞,huài,hweaj,h,匣,-weaj,皆,h- + -weaj C,*N-[k]ˤ<r>uj-s,N-kˤruj-s,"be destroyed10500.023216U+58DE
millet or rice grains, dehusked andpolished",,80,"0600d壞huàihweajH(h- + -weaj C)*N-[k]ˤ<r>uj-s be destroyed10500.023216U+58DE
millet or rice grains, dehusked andpolished"
0600d,壞,huài,hwoj,h,匣,-woj,灰,h- + -woj B,*m-[k]ˤujʔ,m-kˤujʔ,destroy,10500.023216U+58DE,81,0600d壞huàihwojX(h- + -woj B)*m-[k]ˤujʔ destroy10500.023216U+58DE
0600d,壞,huài,hwoj,h,匣,-woj,灰,h- + -woj B,*N-[k]ˤujʔ,N-kˤujʔ,be destroyed,10500.023216U+58DE,81,0600d壞huàihwojX(h- + -woj B)*N-[k]ˤujʔ be destroyed10500.023216U+58DE
0600d,壞,huài,kweaj,k,見,-weaj,皆,k- + -weaj C,*[k]ʷˤ<r>ujʔ-s,kʷˤrujʔ-s,destroy,10500.023216U+58DE,81,0600d壞huàikweajH(k- + -weaj C)*[k]ʷˤ<r>ujʔ-s destroy10500.023216U+58DE
0601a,淮,huái,hweaj,h,匣,-weaj,皆,h- + -weaj A,*[ɢ]ʷˤrij,ɢʷˤrij,(name of a river)31652.05858U+6DEE 0602a⼏几jǐkijX(k- + -ij B)*C.kr[əә]jʔ stool,10275.19160U+51E0,81,0601a淮huáihweaj(h- + -weaj A)*[ɢ]ʷˤrij (name of a river)31652.05858U+6DEE 0602a⼏几jǐkijX(k- + -ij B)*C.kr[əә]jʔ stool10275.19160U+51E0
0602c,机,jī,kij,k,見,-ij,脂 (III),k- + -ij B,*krəjʔ,krəjʔ,"small table, stool",21155.04752U+673A,81,"0602c机jīkijX(k- + -ij B)*krəәjʔ small table, stool21155.04752U+673A"
0602d,肌,jī,kij,k,見,-ij,脂 (III),k- + -ij A,*krə[j],krəj,flesh,32043.061302U+808C,81,0602d肌jīkij(k- + -ij A)*krəә[j] flesh32043.061302U+808C
0602f,飢,jī,kij,k,見,-ij,脂 (III),k- + -ij A,*Cə.k<r>ə[j],Cə.krəj,hungry,74441.051842U+98E2,81,0602f飢jīkij(k- + -ij A)*Cəә.k<r>əә[j] hungry74441.051842U+98E2
0603a,冀,jì,kij,k,見,-ij,脂 (III),k- + -ij C,*[k]rə[t]-s,krət-s,(dial. < *[k]rəәk-s ?)hope,10253.081214U+5180,81,0603a冀jìkijH(k- + -ij C)*[k]rəә[t]-s (dial. < *[k]rəәk-s ?)hope10253.081214U+5180
0604-,吚,yī,'jij,',影,-jij,脂 (IV),'- + -jij A,*[ʔ]ij,ʔij,moan,10595.05304U+541A,81,0604-吚yī'jij('- + -jij A)*[ʔ]ij moan10595.05304U+541A
0604a,伊,yī,'jij,',影,-jij,脂 (IV),'- + -jij A,*ʔij,ʔij,this,10126.0994U+4F0A,81,0604a伊yī'jij('- + -jij A)*ʔij this10126.0994U+4F0A
0604d,咿,yī,'jij,',影,-jij,脂 (IV),'- + -jij A,*[ʔ]ij,ʔij,forced laugh,10618.07306U+54BF,81,0604d咿yī'jij('- + -jij A)*[ʔ]ij forced laugh10618.07306U+54BF
0605a,癸,guǐ,kjwij,k,見,-jwij,脂 (IV),k- + -jwij B,*kʷijʔ,kʷijʔ,10th heavenly stem,42760.041054U+7678,81,0605a癸guǐkjwijX(k- + -jwij B)*kʷijʔ 10th heavenly stem42760.041054U+7678
0605e,揆,kuí,gjwij,g,群,-jwij,脂 (IV),g- + -jwij B,*[g]ʷijʔ,gʷijʔ,"measure, estimate (v.)",31926.08649U+63C6,81,"0605e揆kuígjwijX(g- + -jwij B)*[g]ʷijʔ measure, estimate (v.)31926.08649U+63C6"
0605f,戣,kuí,gwij,g,群,-wij,脂 (III),g- + -wij A,*[g]ʷrij,gʷrij,a kind of lance,21409.07629U+6223,81,0605f戣kuígwij(g- + -wij A)*[g]ʷrij a kind of lance21409.07629U+6223
0605g,葵,kuí,gjwij,g,群,-jwij,脂 (IV),g- + -jwij A,*gʷij,gʷij,mallow,53258.141409U+8475,81,0605g葵kuígjwij(g- + -jwij A)*gʷij mallow53258.141409U+8475
0605i,睽,kuí,khwej,kh,溪,-wej,齊,kh- + -wej A,*kʷʰˤij,kʷʰˤij,"diverging, extraordinary",42504.011099U+777D,81,"0605i睽kuíkhwej(kh- + -wej A)*kʷʰˤij diverging, extraordinary42504.011099U+777D"
0605k,闋,què,khwet,kh,溪,-wet,屑,kh- + -wet D,*kʷʰˤi[t],kʷʰˤit,"finish, end",74311.021699U+95CB,81,"0605k闋quèkhwet(kh- + -wet D)*kʷʰˤi[t] finish, end74311.021699U+95CB"
0606-,邯,hán,ham,h,匣,-am,談,h- + -am A,*[g]ˤam,gˤam,,63761.121635U+90AF,81,0606-邯hánham(h- + -am A)*[g]ˤam 63761.121635U+90AF
0606-,邯,hán,han,h,匣,-an,寒,h- + -an A,*[g]ˤa[n],gˤan,63761.121635U+90AF 0606a⽢甘gānkam(k- + -am A)*[k]ˤ[a]m sweet,42413.01990U+7518,81,0606-邯hánhan(h- + -an A)*[g]ˤa[n] 63761.121635U+90AF 0606a⽢甘gānkam(k- + -am A)*[k]ˤ[a]m sweet42413.01990U+7518
0606g,酣,hān,ham,h,匣,-am,談,h- + -am A,*[g]ˤam,gˤam,half-drunk,63577.091645U+9163,81,0606g酣hānham(h- + -am A)*[g]ˤam half-drunk63577.091645U+9163
0606i,鉗,qián,gjem,g,群,-jem,鹽 (III),g- + -jem A,*C.[g]<r>[e]m,C.grem,"pincers, tongs",64182.071675U+9257,81,"0606i鉗qiángjem(g- + -jem A)*C.[g]<r>[e]m pincers, tongs64182.071675U+9257"
0607a,敢,gǎn,kam,k,見,-am,談,k- + -am B,*[k]ˤamʔ,kˤamʔ,dare,21463.09668U+6562,81,0607a敢gǎnkamX(k- + -am B)*[k]ˤamʔ dare21463.09668U+6562
0607f,𠪚,kǎn,ngim,ng,疑,-im,侵 (III),ng- + -im A,*N-qʰˤ[ə]m,N-qʰˤəm,precipitous,10077.12712U+20A9A,81,0607f𠪚kǎnngim(ng- + -im A)*N-qʰˤ[əә]m precipitous10077.12712U+20A9A
0607h,嚴,yán,ngjaem,ng,疑,-jaem,嚴,ng- + -jaem A,*ŋ(r)am,ŋram,"stern, majestic",10702.023017U+56B4,81,"0607h嚴yánngjaem(ng- + -jaem A)*ŋ(r)am stern, majestic10702.023017U+56B4"
0607k,儼,yǎn,ngjaem,ng,疑,-jaem,嚴,ng- + -jaem B,*ŋ(r)[a]mʔ,ŋramʔ,dignified,10240.02920U+513C,81,0607k儼yǎnngjaemX(ng- + -jaem B)*ŋ(r)[a]mʔ dignified10240.02920U+513C
0607l,巖,yán,ngaem,ng,疑,-aem,銜,ng- + -aem A,*[ŋ]ˤr[a]m,ŋˤram,"(< uvular?)rocky, lofty",10808.074620U+5DD6,81,"0607l巖yánngaem(ng- + -aem A)*[ŋ]ˤr[a]m (< uvular?)rocky, lofty10808.074620U+5DD6"
0608a,銜,xián,haem,h,匣,-aem,銜,h- + -aem A,*[g]ˤr[a]m,gˤram,a bit,20840.151676U+929C,81,0608a銜xiánhaem(h- + -aem A)*[g]ˤr[a]m a bit20840.151676U+929C
0609-,籃,lán,lam,l,來,-am,談,l- + -am A,*k.rˤam,k.rˤam,basket,53025.0611814U+7C43,81,0609-籃lánlam(l- + -am A)*k.rˤam basket53025.0611814U+7C43
0609a,監,jiān,kaem,k,見,-aem,銜,k- + -aem A,*[k]ˤram,kˤram,inspect,42566.031089U+76E3,81,0609a監jiānkaem(k- + -aem A)*[k]ˤram inspect42566.031089U+76E3
0609a,監,jiàn,kaem,k,見,-aem,銜,k- + -aem C,*kˤram-s,kˤram-s,"mirror42566.031089U+76E3
邯鄲 han.tan (placename)邯鄲 han.tan (placename)",,81,"0609a監jiànkaemH(k- + -aem C)*kˤram-s mirror42566.031089U+76E3
邯鄲 han.tan (placename)邯鄲 han.tan (placename)"
0609g,檻,jiàn,haem,h,匣,-aem,銜,h- + -aem B,*[g]ˤramʔ,gˤramʔ,straight-jetted (water),21307.147514U+6ABB,82,0609g檻jiànhaemX(h- + -aem B)*[g]ˤramʔ straight-jetted (water)21307.147514U+6ABB
0609g,檻,jiàn,haem,h,匣,-aem,銜,h- + -aem B,*[g]ˤramʔ,gˤramʔ,railing; cage,21307.147514U+6ABB,82,0609g檻jiànhaemX(h- + -aem B)*[g]ˤramʔ railing; cage21307.147514U+6ABB
0609g,檻,jiàn,ham,h,匣,-am,談,h- + -am B,*[g]ˤamʔ,gˤamʔ,railing; cage,21307.147514U+6ABB,82,0609g檻jiànhamX(h- + -am B)*[g]ˤamʔ railing; cage21307.147514U+6ABB
0609k,藍,lán,lam,l,來,-am,談,l- + -am A,*[N-k.]rˤam,N-k.rˤam,indigo,53311.0814014U+85CD,82,0609k藍lánlam(l- + -am A)*[N-k.]rˤam indigo53311.0814014U+85CD
0610a,芟,shān,sraem,sr,生,-aem,銜,sr- + -aem A,*[s]ˤr[a]m,sˤram,mow (v.),53184.021404U+829F,82,0610a芟shānsraem(sr- + -aem A)*[s]ˤr[a]m mow (v.)53184.021404U+829F
0611-,慚,cán,dzam,dz,從,-am,談,dz- + -am A,*[dz]ˤam,dzˤam,ashamed,42344.26111U+615A,82,0611-慚cándzam(dz- + -am A)*[dz]ˤam ashamed42344.26111U+615A
0611-,䭕,jiǎn,tsjem,ts,精,-jem,鹽 (III),ts- + -jem B,*Cə.ts[a]mʔ,Cə.tsamʔ,insipid [not in GSR],74470.0518411U+4B55,82,0611-䭕jiǎntsjemX(ts- + -jem B)*Cəә.ts[a]mʔ insipid [not in GSR]74470.0518411U+4B55
0611a,斬,zhǎn,tsream,tsr,莊,-eam,咸,tsr- + -eam B,*[ts]ramʔ,tsramʔ,cut off,32024.1697U+65AC,82,0611a斬zhǎntsreamX(tsr- + -eam B)*[ts]ramʔ cut off32024.1697U+65AC
0611c,慙,cán,dzam,dz,從,-am,談,dz- + -am A,*[dz]ˤam,dzˤam,ashamed,42341.096111U+6159,82,0611c慙cándzam(dz- + -am A)*[dz]ˤam ashamed42341.096111U+6159
0611d,暫,zàn,dzam,dz,從,-am,談,dz- + -am C,*[dz]ˤam-s,dzˤam-s,suddenly,21533.037211U+66AB,82,0611d暫zàndzamH(dz- + -am C)*[dz]ˤam-s suddenly21533.037211U+66AB
0611f,漸,jiān,tsjem,ts,精,-jem,鹽 (III),ts- + -jem A,*[ts]am,tsam,moisten,31717.038511U+6F38,82,0611f漸jiāntsjem(ts- + -jem A)*[ts]am moisten31717.038511U+6F38
0611f,漸,jiàn,dzjem,dz,從,-jem,鹽 (III),dz- + -jem B,*[dz]amʔ,dzamʔ,gradually; advance,31717.038511U+6F38,82,0611f漸jiàndzjemX(dz- + -jem B)*[dz]amʔ gradually; advance31717.038511U+6F38
0611g,塹,qiàn,tshjem,tsh,清,-jem,鹽 (III),tsh- + -jem C,*[tsʰ]am-s,tsʰam-s,moat; dig out,10478.083211U+5879,82,0611g塹qiàntshjemH(tsh- + -jem C)*[tsʰ]am-s moat; dig out10478.083211U+5879
0613a,僉,qiān,tshjem,tsh,清,-jem,鹽 (III),tsh- + -jem A,*s.qʰ[a]m,s.qʰam,(dialect: *s.qʰ > MC tsh-)all; many,10207.03911U+50C9,82,0613a僉qiāntshjem(tsh- + -jem A)*s.qʰ[a]m (dialect: *s.qʰ > MC tsh-)all; many10207.03911U+50C9
0613c,譣,xiān,sjem,s,心,-jem,鹽 (III),s- + -jem A,*s.qʰ[a]m,s.qʰam,"insincere, ingratiating",64025.0514913U+8B63,82,"0613c譣xiānsjem(s- + -jem A)*s.qʰ[a]m insincere, ingratiating64025.0514913U+8B63"
0613d,檢,jiǎn,kjem,k,見,-jem,鹽 (III),k- + -jem B,*[k]r[a]mʔ,kramʔ,measure (n.),21303.037513U+6AA2,82,0613d檢jiǎnkjemX(k- + -jem B)*[k]r[a]mʔ measure (n.)21303.037513U+6AA2
0613e,儉,jiǎn,gjem,g,群,-jem,鹽 (III),g- + -jem B,*[g]r[a]mʔ,gramʔ,,10226.06913U+5109,82,0613e儉jiǎngjemX(g- + -jem B)*[g]r[a]mʔ 10226.06913U+5109
0613f,險,xiǎn,xjaem,x,曉,-jaem,嚴,x- + -jaem B,*qʰr[a]mʔ,qʰramʔ,"precipitous, dangerous",64160.0817013U+96AA,82,"0613f險xiǎnxjaemX(x- + -jaem B)*qʰr[a]mʔ precipitous, dangerous64160.0817013U+96AA"
0613f,險,xiǎn,xjem,x,曉,-jem,鹽 (III),x- + -jem B,*qʰr[a]mʔ,qʰramʔ,"precipitous, dangerous",64160.0817013U+96AA,82,"0613f險xiǎnxjemX(x- + -jem B)*qʰr[a]mʔ precipitous, dangerous64160.0817013U+96AA"
0613h,驗,yàn,ngjem,ng,疑,-jem,鹽 (III),ng- + -jem C,*m-qʰr[a]m-s,m-qʰram-s,verify,74580.0818713U+9A57,82,0613h驗yànngjemH(ng- + -jem C)*m-qʰr[a]m-s verify74580.0818713U+9A57
0613i,劍,jiàn,kjaem,k,見,-jaem,嚴,k- + -jaem C,*s.kr[a]m-s,s.kram-s,sword,10358.11813U+528D,82,0613i劍jiànkjaemH(k- + -jaem C)*s.kr[a]m-s sword10358.11813U+528D
0613l,斂,liǎn,ljem,l,來,-jem,鹽 (III),l- + -jem B,*[r][a]mʔ,ramʔ,gather,21478.076613U+6582,82,0613l斂liǎnljemX(l- + -jem B)*[r][a]mʔ gather21478.076613U+6582
0613l,斂,liàn,ljem,l,來,-jem,鹽 (III),l- + -jem C,*[r][a]m-s,ram-s,dress a corpse,21478.076613U+6582,82,0613l斂liànljemH(l- + -jem C)*[r][a]m-s dress a corpse21478.076613U+6582
0613m,蘞,lián,ljem,l,來,-jem,鹽 (III),l- + -jem A,*[r][a]m,ram,(a kind of creeping plant),53332.0114017U+861E,82,0613m蘞liánljem(l- + -jem A)*[r][a]m (a kind of creeping plant)53332.0114017U+861E
0614a,奄,yǎn,'jem,',影,-jem,鹽 (III),'- + -jem B,*ʔ(r)omʔ,ʔromʔ,cover,10534.03375U+5944,82,0614a奄yǎn'jemX('- + -jem B)*ʔ(r)omʔ cover10534.03375U+5944
0614c,淹,yān,'jem,',影,-jem,鹽 (III),'- + -jem A,*ʔ(r)om,ʔrom,"submerge, soak31644.01858U+6DF9
*s.qʰ[a]m  (dialect: *s.qʰ- > MCtsh-)*s.qʰ[a]mʔ (dialect: *s.qʰ- > MCtsh-)restrict， frugal",,82,"0614c淹yān'jem('- + -jem A)*ʔ(r)om submerge, soak31644.01858U+6DF9
*s.qʰ[a]m  (dialect: *s.qʰ- > MCtsh-)*s.qʰ[a]mʔ (dialect: *s.qʰ- > MCtsh-)restrict， frugal"
0614e,晻,ǎn,'om,',影,-om,覃,'- + -om B,*qˤ[o]mʔ,qˤomʔ,dark,21517.13728U+667B,83,0614e晻ǎn'omX('- + -om B)*qˤ[o]mʔ dark21517.13728U+667B
0614e,晻,àn,'om,',影,-om,覃,'- + -om C,*qˤ[o]m(ʔ)-s,qˤomʔ-s,dark,21517.13728U+667B,83,0614e晻àn'omH('- + -om C)*qˤ[o]m(ʔ)-s dark21517.13728U+667B
0616a,猒,yān,'jiem,',影,-jiem,鹽 (IV),'- + -jiem A,*ʔem,ʔem,"satiate, satisfy",21351.05948U+7312,83,"0616a猒yān'jiem('- + -jiem A)*ʔem satiate, satisfy21351.05948U+7312"
0616a,猒,yàn,'jiem,',影,-jiem,鹽 (IV),'- + -jiem C,*ʔem-s,ʔem-s,satisfaction,21351.05948U+7312,83,0616a猒yàn'jiemH('- + -jiem C)*ʔem-s satisfaction21351.05948U+7312
0616c,厭,yā,'jiep,',影,-jiep,葉 (IV),'- + -jiep D,*ʔep,ʔep,press (v.),10078.032712U+53AD,83,0616c厭yā'jiep('- + -jiep D)*ʔep press (v.)10078.032712U+53AD
0616c,厭,yān,'jiem,',影,-jiem,鹽 (IV),'- + -jiem A,*ʔem,ʔem,contented (adj.),10078.032712U+53AD,83,0616c厭yān'jiem('- + -jiem A)*ʔem contented (adj.)10078.032712U+53AD
0616d,饜,yàn,'jem,',影,-jem,鹽 (III),'- + -jem C,*ʔ<r>em-s,ʔrem-s,satiated,74477.1318414U+995C,83,0616d饜yàn'jemH('- + -jem C)*ʔ<r>em-s satiated74477.1318414U+995C
0616h,壓,yā,'aep,',影,-aep,狎,'- + -aep D,*ʔˤrep,ʔˤrep,press down,10495.063214U+58D3,83,0616h壓yā'aep('- + -aep D)*ʔˤrep press down10495.063214U+58D3
0617l,談,tán,dam,d,定,-am,談,d- + -am A,*lˤ[o]m,lˤom,speak,63992.071498U+8AC7,83,0617l談tándam(d- + -am A)*lˤ[o]m speak63992.071498U+8AC7
0617n,啖,dàn,dam,d,定,-am,談,d- + -am B,*m-rˤamʔ,m-rˤamʔ,eat,10646.01308U+5556,83,0617n啖dàndamX(d- + -am B)*m-rˤamʔ eat10646.01308U+5556
0617o,淡,dàn,dam,d,定,-am,談,d- + -am B,*[l]ˤamʔ,lˤamʔ,insipid,31660.08858U+6DE1,83,0617o淡dàndamX(d- + -am B)*[l]ˤamʔ insipid31660.08858U+6DE1
0618-,店,diàn,tem,t,端,-em,添,t- + -em C,*tˤem-s,tˤem-s,shop [not in GSR],20876.06535U+5E97,83,0618-店diàntemH(t- + -em C)*tˤem-s shop [not in GSR]20876.06535U+5E97
0618-,貼,tiē,thep,th,透,-ep,貼,th- + -ep D,*[tʰ]ˤ[e]p,tʰˤep,paste (v.) [not in GSR],63632.071545U+8CBC,83,0618-貼tiēthep(th- + -ep D)*[tʰ]ˤ[e]p paste (v.) [not in GSR]63632.071545U+8CBC
0618c,沾,zhān,trjem,tr,知,-jem,鹽 (III),tr- + -jem A,*[t]rem,trem,moisten,31583.06855U+6CBE,83,0618c沾zhāntrjem(tr- + -jem A)*[t]rem moisten31583.06855U+6CBE
0618h,怗,tiē,thep,th,透,-ep,貼,th- + -ep D,*[tʰ]ˤep,tʰˤep,"submit, peaceful",42284.11615U+6017,83,"0618h怗tiēthep(th- + -ep D)*[tʰ]ˤep submit, peaceful42284.11615U+6017"
0618l,玷,diàn,tem,t,端,-em,添,t- + -em B,*tˤemʔ,tˤemʔ,black spot,21106.04965U+73B7,83,0618l玷diàntemX(t- + -em B)*tˤemʔ black spot21106.04965U+73B7
0618l,玷,diàn,tem,t,端,-em,添,t- + -em C,*tˤemʔ-s,tˤemʔ-s,"black spot, flaw",21106.04965U+73B7,83,"0618l玷diàntemH(t- + -em C)*tˤemʔ-s black spot, flaw21106.04965U+73B7"
0618m,㓠,diǎn,tem,t,端,-em,添,t- + -em B,*tˤemʔ,tˤemʔ,black spot,10328.1185U+34E0,83,0618m㓠diǎntemX(t- + -em B)*tˤemʔ black spot10328.1185U+34E0
0618m,㓠,diàn,tem,t,端,-em,添,t- + -em C,*tˤemʔ-s,tˤemʔ-s,"black spot, flaw",10328.1185U+34E0,83,"0618m㓠diàntemH(t- + -em C)*tˤemʔ-s black spot, flaw10328.1185U+34E0"
0618n,點,diǎn,tem,t,端,-em,添,t- + -em B,*tˤemʔ,tˤemʔ,black spot,74745.112035U+9EDE,83,0618n點diǎntemX(t- + -em B)*tˤemʔ black spot74745.112035U+9EDE
0619h,儋,dān,tam,t,端,-am,談,t- + -am A,*[mə-t]ˤam,mə-tˤam,carry on the shoulder,10227.01913U+510B,84,0619h儋dāntam(t- + -am A)*[məә-t]ˤam carry on the shoulder10227.01913U+510B
0619k,擔,dān,tam,t,端,-am,談,t- + -am A,*mə-tˤam,mə-tˤam,carry on the shoulder,31971.036413U+64D4,84,0619k擔dāntam(t- + -am A)*məә-tˤam carry on the shoulder31971.036413U+64D4
0619k,擔,dàn,tam,t,端,-am,談,t- + -am A,*tˤam,tˤam,burden,31971.036413U+64D4,84,0619k擔dàntam(t- + -am A)*tˤam burden31971.036413U+64D4
0619k,擔,dàn,tam,t,端,-am,談,t- + -am C,*mə-tˤam-s,mə-tˤam-s,burden,31971.036413U+64D4,84,0619k擔dàntamH(t- + -am C)*məә-tˤam-s burden31971.036413U+64D4
0619l,膽,dǎn,tam,t,端,-am,談,t- + -am B,*[t]ˤamʔ,tˤamʔ,gall,32117.0713013U+81BD,84,0619l膽dǎntamX(t- + -am B)*[t]ˤamʔ gall32117.0713013U+81BD
0619m,憺,dàn,dam,d,定,-am,談,d- + -am B,*[l]ˤamʔ,lˤamʔ,calm,42362.066113U+61BA,84,0619m憺dàndamX(d- + -am B)*[l]ˤamʔ calm42362.066113U+61BA
0619n,澹,dàn,dam,d,定,-am,談,d- + -am B,*[l]ˤamʔ,lˤamʔ,calm,31762.018513U+6FB9,84,0619n澹dàndamX(d- + -am B)*[l]ˤamʔ calm31762.018513U+6FB9
0624d,坎,kǎn,khom,kh,溪,-om,覃,kh- + -om B,*[k]ʰˤomʔ,kʰˤomʔ,pit (n.),10425.04324U+574E,84,0624d坎kǎnkhomX(kh- + -om B)*[k]ʰˤomʔ pit (n.)10425.04324U+574E
0625a,凡,fán,bjom,b,並,-jom,凡,b- + -jom A,*[b]rom,brom,in every case,10276.03161U+51E1,84,0625a凡fánbjom(b- + -jom A)*[b]rom in every case10276.03161U+51E1
0625f,汎,fàn,bjuwng,b,並,-juwng,東,b- + -juwng A,*[b](r)[u]m,brum,float about; universally,31553.02853U+6C4E,84,0625f汎fànbjuwng(b- + -juwng A)*[b](r)[u]m float about; universally31553.02853U+6C4E
0625g,芃,péng,buwng,b,並,-uwng,東,b- + -uwng A,*[b]ˤ[o]m,bˤom,"luxuriant, bushy, thick",53175.121403U+8283,84,"0625g芃péngbuwng(b- + -uwng A)*[b]ˤ[o]m luxuriant, bushy, thick53175.121403U+8283"
0625h,風,fēng,pjuwng,p,幫,-juwng,東,p- + -juwng A,*prəm,prəm,wind (n.),74480.011820U+98A8,84,0625h風fēngpjuwng(p- + -juwng A)*prəәm wind (n.)74480.011820U+98A8
0625h,風,fèng,pjuwng,p,幫,-juwng,東,p- + -juwng C,*prəm-s,prəm-s,blow; criticize,74480.011820U+98A8,84,0625h風fèngpjuwngH(p- + -juwng C)*prəәm-s blow; criticize74480.011820U+98A8
0625o,諷,fèng,pjuwng,p,幫,-juwng,東,p- + -juwng C,*prəm-s,prəm-s,to recite,64000.11499U+8AF7,84,0625o諷fèngpjuwngH(p- + -juwng C)*prəәm-s to recite64000.11499U+8AF7
0626d,範,fàn,bjom,b,並,-jom,凡,b- + -jom B,*[b](r)omʔ,bromʔ,casting mold,52989.091189U+7BC4,84,0626d範fànbjomX(b- + -jom B)*[b](r)omʔ casting mold52989.091189U+7BC4
0626e,范,fàn,bjom,b,並,-jom,凡,b- + -jom B,*[b](r)omʔ,bromʔ,(surname),53196.031405U+8303,84,0626e范fànbjomX(b- + -jom B)*[b](r)omʔ (surname)53196.031405U+8303
0626e,范,fàn,bjom,b,並,-jom,凡,b- + -jom B,*[m-pʰ](r)omʔ,m-pʰromʔ,bee,53196.031405U+8303,84,0626e范fànbjomX(b- + -jom B)*[m-pʰ](r)omʔ bee53196.031405U+8303
0627-,簾,lián,ljem,l,來,-jem,鹽 (III),l- + -jem A,*rem,rem,bamboo curtain,53022.1211813U+7C3E,84,0627-簾liánljem(l- + -jem A)*rem bamboo curtain53022.1211813U+7C3E
0627a,兼,jiān,kem,k,見,-em,添,k- + -em A,*[k]ˤem,kˤem,combine; at the same time,10249.08128U+517C,84,0627a兼jiānkem(k- + -em A)*[k]ˤem combine; at the same time10249.08128U+517C
0627b,蒹,jiān,kem,k,見,-em,添,k- + -em A,*[k]ˤem,kˤem,"rush, sedge",53269.0814010U+84B9,84,"0627b蒹jiānkem(k- + -em A)*[k]ˤem rush, sedge 53269.0814010U+84B9"
0627e,歉,qiàn,kheam,kh,溪,-eam,咸,kh- + -eam C,*kʰˤremʔ-s,kʰˤremʔ-s,"deficient, modest",32148.117610U+6B49,84,"0627e歉qiànkheamH(kh- + -eam C)*kʰˤremʔ-s deficient, modest32148.117610U+6B49"
0627f,謙,qiān,khem,kh,溪,-em,添,kh- + -em A,*k-r̥ˤem,k-r̥ˤem,modest,64009.0214910U+8B19,84,0627f謙qiānkhem(kh- + -em A)*k-r̥ˤem modest64009.0214910U+8B19
0627j,嫌,xián,hem,h,匣,-em,添,h- + -em A,*N-kˤem,N-kˤem,"doubt, doubtful",21073.083810U+5ACC,84,"0627j嫌xiánhem(h- + -em A)*N-kˤem doubt, doubtful21073.083810U+5ACC"
0627l,廉,lián,ljem,l,來,-jem,鹽 (III),l- + -jem A,*(k-)rem,k-rem,frugal,20896.015310U+5EC9,84,0627l廉liánljem(l- + -jem A)*(k-)rem frugal20896.015310U+5EC9
0627l,廉,lián,ljem,l,來,-jem,鹽 (III),l- + -jem A,*[r]em,rem,angle,20896.015310U+5EC9,84,0627l廉liánljem(l- + -jem A)*[r]em angle20896.015310U+5EC9
0627m,磏,lián,ljem,l,來,-jem,鹽 (III),l- + -jem A,*[r]em,rem,"sharp, keen",42449.111210U+78CF,85,"0627m磏liánljem(l- + -jem A)*[r]em sharp, keen42449.111210U+78CF"
0627n,鎌,lián,ljem,l,來,-jem,鹽 (III),l- + -jem A,*[r]em,rem,sickle,64244.0916710U+938C,85,0627n鎌liánljem(l- + -jem A)*[r]em sickle64244.0916710U+938C
0628b,蹋,tà,dap,d,定,-ap,盍,d- + -ap D,*lˤap,lˤap,tread on; trample,63728.115710U+8E4B,85,0628b蹋tàdap(d- + -ap D)*lˤap tread on; trample63728.115710U+8E4B
